Record_ID,URL_Limo,Date_Type,Date_1,Date_2,Language,Imprint_$a_$b_$c_$3_Place_Name_Date_of_Publication,Imprint_$e_$f_$g_Place_Name_Date_of_Manufacture,Physical_Extent_1,Physical_Extent_2,Color_Indication,Note_on_Content,ENGcontent,Source_of_Illustration,Main_Title,PlaceName1,Lat1,Long1,Object,PlaceName2,Lat2,Long2,PlaceName3,Lat3,Long3,PlaceName4,Lat4,Long4,Local_Subj_Building_Type,Local_Subj_Building,Local_Subj_Street,Local_Subj_Pano,Local_Subj_Event,Creator_Name1,Creator_Name 2,Creator_Name_$a3,Local_Uniform_Title_City1,Local_Uniform_Title_Category,(Typo)graphical_Terms_1,Inscriptions,Full_Inscription,URL_Digital_Object,URL_Thumbnail,Physical_Original
9980168200101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980168200101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,1989,\\\\,dut,$c 1989,,$c image: 128 x 96 mm,,$g Multi coloured,$a Deel van voorgevel en zijgevel van Centrale Bibliotheek aan de kant van de Arendstraat. Op voorgrond terrasjes en een boom. Op de achtergrond faculteitsgebouw Letteren.,$a Part of facade and side wall of Central Library on the side of the Arendstraat. In the foreground terraces and a tree. In the background faculty of Literature building.,,$a Bibliotheek K.U.Leuven,Universiteitsbibliotheek,50.878,4.70732,,,,,,,,,,,$a VoL Building type$x libraries (buildings),"$a VoL Building$x Leuven, Centrale Bibliotheek","$a VoL Street$x Leuven, Arendstraat (formerly: Kleine Ravenstraat)°°° $a VoL Street$x Leuven, Ladeuzeplein (Mgr.) (formerly:$a VoLksplaats)",,,"$a De Bruycker, Geroen°°° $g Belgian drawer, painter°°° $d 1916-2007°°° $4 art°°° $3 designer",,,$a Leuven,University buildings°°° Squares,$b facsimile,$b in the image: bottom right,"$a BIBLIOTHEEK - K.U.LEUVEN / GEROEN.$b in de voorstelling: onderaan, rechts",http://resolver.libis.be/IE980085/representation,http://resolver.libis.be/IE980085/thumbnail,KU Leuven Libraries BIBC BRES TA00524
9980168400101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980168400101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",s,1989,\\\\,dut,$c 1989,,$c image: 223 x 124 mm,$c image with inscription: 238 x 130 mm.,$g Black-and-white,$a Voorgevel van de Centrale Bibliotheek met focus op het middenrisaliet.,$a Frontage of the Central Library with focus on the middle risalite.,,$a De bibliotheek van de KULeuven,Universiteitsbibliotheek,50.878,4.70732,,,,,,,,,,,$a VoL Building type$x libraries (buildings),"$a VoL Building$x Leuven, Centrale Bibliotheek",,,,"$a Kotsch, Roeland°°° $g Belgian graphic artist°°° $d 1953-°°° $4 art°°° $3 designer, engraver",,,$a Leuven,University buildings,$b engraving(s),$b outside the image: bottom center (in pencil)°°°$b outside the image: bottom left (in pencil)°°°$b outside the image: bottom right (in pencil),"$a De bibliotheek van de KULeuven$b buiten de voorstelling: onderaan, centraal (in potlood)°°°$a 18/100$b buiten de voorstelling: onderaan, links (in potlood)°°°$a Kotsch / 1989$b buiten de voorstelling: onderaan, rechts (in potlood)",http://resolver.libis.be/IE980092/representation,http://resolver.libis.be/IE980092/thumbnail,KU Leuven Libraries BIBC BRES TA00525
9980168420101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980168420101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",s,1852,\\\\,fre,$c 1852,"$f Muquardt, C.",$c image: 228 x 309 mm,$c image with inscription: 250 x 309 mm.,$g Multi coloured,$a Gezicht op de grote vestibule of atrium van de Universiteitshal en de dubbele trap. In de ruimte zijn enkele figuren aanwezig.,$a View of the large vestibule or atrium of the University Hall and the double staircase. Some figures are present in the room.,"$a illustration from: Monument d'architecture et de sculpture en Belgique, Burssel, 1853.",$a Die Hallen in Löwen / Anciennes Halles à Louvain / Ancient Hall at Louvain,Universiteitshal,50.87789,4.70053,,,,,,,,,,,$a VoL Building type$x university buildings,"$a VoL Building$x Leuven, University Hall (Cloth Hall)",,,,"$a Stroobant, François°°° $g Belgian painter and lithographer°°° $d 1819-1916°°° $4 art°°° $3 designer and lithographer","$a Simonau & Toovey°°° $g Belgian printin$g business of lithographs and phototypes, active ca. 1847-1899 °°° $4 art°°° $3 printer",,$a Leuven,University buildings,$b lithograph(s),$b in the image: bottom right°°°$b outside the image: bottom left°°°$b outside the image: bottom center°°°$b outside the image: bottom right°°°$b outside the image: bottom center,"$a 1852 F.S.$b in de voorstelling: onderaan, rechts°°°$a F. Stroobant del. et lith.$b buiten de voorstelling: onderaan, links°°°$a C. Muquardt éditeur$b buiten de voorstelling: onderaan, centraal°°°$a Imp. Simonau & Toovey, Bruxelles.$b buiten de voorstelling: onderaan, rechts°°°$a DIE HALLEN IN LÖWEN. / ANCIENNES HALLES A LOUVAIN / ANCIENT HALL AT LOUVAIN$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE980078/representation,http://resolver.libis.be/IE980078/thumbnail,KU Leuven Libraries BIBC BRES TA00523
9980168700101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980168700101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,16uu,\\\\,lat,$c 1600-1700,,$c image: 99 x 154 mm,,$g Black-and-white,$a Gezicht op de Lakenhal voor de verbouwing van het einde van de 17de eeuw. Weergegeven zijn de gevels aan de Naamsestraat en de Zeelstraat. Op de voorgrond staan figuurtjes waaronder een ruiter.,$a View of the Cloth Hall for the conversion of the late 17th century. Shown are the facades on Naamsestraat and Zeelstraat. In the foreground are figures including a horseman.,,$a Hallae Lovaniens.,Universiteitshal,50.87789,4.70053,,,,,,,,,,,$a VoL Building type$x university buildings,"$a VoL Building$x Leuven, University Hall (Cloth Hall)","$a VoL Street$x Leuven, Naamsestraat (formerly: Sint-Michielsstraat/Proefstraat)",,,,,,$a Leuven,University buildings°°° Streets,$b etching(s),$b in the image: top center,"$a Hallae Lovaniens.$b in de voorstelling: bovenaan, centraal",http://resolver.libis.be/IE980099/representation,http://resolver.libis.be/IE980099/thumbnail,KU Leuven Libraries BIBC BRES TA00526
9980168940101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980168940101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",s,1992,\\\\,dut,$c 1992,,$c image: 177 x 147 mm,$c image with inscription: 188 x 157 mm.,$g Multi coloured,"$a Gezicht op de Regavleugel van de Universiteitshal op de Oude Markt. Op de Oude Markt zijn enkele figuren te zien, waaronder een man op de fiets.","$a View of the Rega Wing of the University Hall in Old Market Square. On the Old Market some figures can be seen, among them a man on a bicycle.",,$a De Regavleugel - KULeuven,Universiteitshal,50.87789,4.70053,,,,,,,,,,,$a VoL Building type$x squares°°° $a VoL Building type$x university buildings,"$a VoL Building$x Leuven, University Hall (Cloth Hall)","$a VoL Street$x Leuven, Oude Markt",,,"$a Kotsch, Roeland°°° $g Belgian graphic artist°°° $d 1953-°°° $4 art",,,$a Leuven,University buildings°°° Squares,$b etching(s),$b outside the image: bottom left (in pencil)°°°$b outside the image: bottom center (in pencil)°°°$b outside the image: bottom right (in pencil),"$a 11/150$b buiten de voorstelling: onderaan, links (in potlood)°°°$a De Regavleugel - KULeuven$b buiten de voorstelling: onderaan, centraal (in potlood)°°°$a R Kotsch 1992$b buiten de voorstelling: onderaan, rechts (in potlood)",http://resolver.libis.be/IE980113/representation,http://resolver.libis.be/IE980113/thumbnail,KU Leuven Libraries BIBC BRES TA00528
9980169030101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169030101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,19uu,\\\\,dut,$c 1980-2005,,$c image: 168 x 178 mm,,$g Black-and-white,"$a Toegangspoort College De Valk. Achteraan de gebouwen, vooraan enkele mensen.","$a Access Gate De Valk College. At the back of the buildings, in front some people.",,"$a Leuven, Tiensestraat. De Valk, Faculteit der Rechten, voormalig paedagogium van de faculteit der 'Artes'",Pedagogie De Valk,50.87792,4.70479,,,,,,,,,,,$a VoL Building type$x university buildings,"$a VoL Building$x Leuven, College De Valk (Paedagogium Falconis)","$a VoL Street$x Leuven, Tiensestraat",,,"$a Steven°°° $g Belgian illustrator, cartoonist, draftsman°°° $d 1937-°°° $4 art",,,$a Leuven,University buildings°°° Streets,$b facsimile,$b in the image: top center°°°$b in the image: bottom right°°°$b in the image: bottom right,"$a PAEDAGOGIUM FALCONIS REAEDIFICATUM MDCCLXXXII$b binnen de voorstelling: bovenaan, centraal°°°$a Steven$b binnen de voorstelling: onderaan, rechts°°°$a Leuven, Tiensestraat. De Valk, Fakulteit der Rechten, voormalig paedagogium van de fakulteit der 'Artes'$b binnen de voorstelling: onderaan, rechts",http://resolver.libis.be/IE980106/representation,http://resolver.libis.be/IE980106/thumbnail,KU Leuven Libraries BIBC BRES TA00527
9980169120101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169120101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,1694,\\\\,lat,$c 1694,,$c image: 107 x 200 mm,$c image with inscription: 110 x 200 mm.,$g Black-and-white,"$a Gezicht op de gevel van het kasteel van Arenberg, in laat 17de eeuwse toestand. De hoektorens zijn bekroond met peerspitsen en keizerlijke adelaars. Links is er een watermolen op de Dijle, met achteraan een door bomen omgegeven weide. Op de voorgrond is er een koets met paarden, voorafgegaan door lakeien te voet. In de linkerbovenhoek bevindt zich het gekroonde wapenschild van de Croÿ-familie, gedrapeerd in hermelijn en behangen met het Gulden Vlies.","$a View of the facade of Arenberg Castle, in late 17th century condition. The corner towers are crowned with pear spires and imperial eagles. On the left there is a watermill on the Dijle, with a meadow surrounded by trees at the back. In the foreground there is a carriage with horses, preceded by lackeys on foot. In the upper left corner is the crowned coat of arms of the Croÿ-family, draped in ermine and papered with the Golden Fleece.",,$a Castellum Heverle,Arenbergkasteel,50.86314,4.68342,,,,,,,,,,,$a VoL Building type$x castles°°° $a VoL Building type$x university buildings,"$a VoL Building$x Heverlee, Arenbergkasteel",,,,"$a Harrewijn, Jacobus°°° $g Dutch engraver°°° $d 1660-after 1732°°° $4 art","$a Stramot, Nicolaes°°° $b II°°° $g Dutch painter, draftsman°°° $d 1637-1709°°° $4 art°°° $3 designer",,$a Heverlee,University buildings°°° Civic buildings,$b engraving(s),"$b in the image: middle, center°°°$b in the image: bottom right°°°$b outside the image: bottom center","$a THILIA FLU$b in de voorstelling: midden, centraal°°°$a N. Stramot deli. J. Harrewyn Fecit.$b in de voorstelling: onderaan, rechts°°°$a Castellum Heverle.$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE980134/representation,http://resolver.libis.be/IE980134/thumbnail,KU Leuven Libraries BIBC BRES TA00531
9980169180101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169180101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,1694,\\\\,fre,$c 1694,,$c image: 107 x 200 mm,$c image with inscription: 110 x 200 mm.,$g Black-and-white,"$a Gezicht op de gevel van het kasteel van Arenberg, in laat 17de eeuwse toestand. De hoektorens zijn bekroond met peerspitsen en keizerlijke adelaars. Links is er een watermolen op de Dijle, met achteraan een door bomen omgegeven weide. Op de voorgrond is er een koets met paarden, voorafgegaan door lakeien te voet. In de linkerbovenhoek bevindt zich het gekroonde wapenschild van de Croÿ-familie, gedrapeerd in hermelijn en behangen met het Gulden Vlies.","$a View of the facade of Arenberg Castle, in late 17th century condition. The corner towers are crowned with pear spires and imperial eagles. On the left there is a watermill on the Dijle, with a meadow surrounded by trees at the back. In the foreground there is a carriage with horses, preceded by lackeys on foot. In the upper left corner is the crowned coat of arms of the Croÿ-family, draped in ermine and papered with the Golden Fleece.",,$a Castellum Heverle,Arenbergkasteel,50.86314,4.68342,,,,,,,,,,,$a VoL Building type$x castles°°° $a VoL Building type$x university buildings,"$a VoL Building$x Heverlee, Arenbergkasteel",,,,"$a Harrewijn, Jacobus°°° $g Dutch engraver°°° $d 1660-after 1732°°° $4 art","$a Stramot, Nicolaes°°° $b II°°° $g Dutch painter, draftsman°°° $d 1637-1709°°° $4 art°°° $3 designer",,$a Heverlee,University buildings°°° Civic buildings,$b engraving(s),"$b in the image: middle, center°°°$b in the image: top center","$a THILIA FLU$b in de voorstelling: midden, centraal°°°$a Le Chateau d'heverle. Het Kasteel Heverle$b in de voorstelling: bovenaan, centraal",http://resolver.libis.be/IE980211/representation,http://resolver.libis.be/IE980211/thumbnail,KU Leuven Libraries BIBC BRES TA00900
9980169200101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169200101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",s,1994,\\\\,dut,$c 1994,,$c image: 159 x 125 mm,$c image with inscription: 168 x 133 mm.,$g Black-and-white,$a Gezicht op de Universiteitsbibliotheek vanop het Ladeuzeplein.,$a View of the University Library from Ladeuze Square.,,$a Universiteitsbibliotheek te Leuven,Universiteitsbibliotheek,50.878,4.70732,,,,,,,,,,,$a VoL Building type$x libraries (buildings)°°° $a VoL Building type$x university buildings,,"$a VoL Street$x Leuven, Ladeuzeplein (Mgr.) (formerly:$a VoLksplaats)",,,"$a Wellens, André°°° $g Belgian engraver°°° $4 art",,,$a Leuven,University buildings,$b etching(s),$b outside the image: bottom center,"$a 186/300 ""Universiteitsbibliotheek te Leuven"" Wellens A$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE980120/representation,http://resolver.libis.be/IE980120/thumbnail,KU Leuven Libraries BIBC BRES TA00529
9980169220101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169220101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,19uu,\\\\,dut,$c 1980-2000,,$c image: 119 x 80 mm,$c image with inscription: 130 x 80 mm.,$g Black-and-white,$a Voorgevel met ingang. Links en rechts plantengroei.,$a Front entrance. Left and right vegetation.,,$a Sint-Veronakapel te Bertem,Sint-Veronakapel Leefdaal,50.85579,4.61156,,,,,,,,,,,$a VoL Building type$x chapels,,,,,"$a Decré, Simone°°° $g Belgian drawer, painter, graphic artist°°° $d 1927-°°° $4 art",,,$a Herent,Religious buildings,$b etching(s),$b outside the image: bottom left (in pencil)°°°$b outside the image: bottom right (in pencil),"$a 199/200$b buiten de voorstelling: onderaan, links (in potlood)°°°$a SIMONE DECRÉ$b buiten de voorstelling: onderaan, rechts (in potlood)",http://resolver.libis.be/IE980169/representation,http://resolver.libis.be/IE980169/thumbnail,KU Leuven Libraries BIBC BRES TA00536
9980169230101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169230101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,1694,\\\\,lat,$c 1694,,$c image: 107 x 200 mm,$c image with inscription: 110 x 200 mm.,$g Black-and-white,"$a Gezicht op de gevel van het kasteel van Arenberg, in laat 17de eeuwse toestand. De hoektorens zijn bekroond met peerspitsen en keizerlijke adelaars. Links is er een watermolen op de Dijle, met achteraan een door bomen omgegeven weide. Op de voorgrond is er een koets met paarden, voorgegaan door lakeien te voet. In de linkerbovenhoek bevindt zich het bekroonde wapenschild van de Croÿ-familie, gedrapeerd in hermelijn en behangen met het gulden vlies.","$a View of the facade of Arenberg Castle, in late 17th century condition. The corner towers are crowned with pear spires and imperial eagles. On the left there is a watermill on the Dijle, with a meadow surrounded by trees at the back. In the foreground there is a carriage with horses, preceded by lackeys on foot. In the upper left corner is the crowned coat of arms of the Croÿ-family, draped in ermine and papered with the golden fleece.","$a illustration from: De Cantillon, Délices du Brabant..., Amsterdam, 1957. (Andere edities mogelijk)",$a Castellum Heverle,Arenbergkasteel,50.86314,4.68342,,,,,,,,,,,$a VoL Building type$x castles°°° $a VoL Building type$x university buildings,"$a VoL Building$x Heverlee, Arenbergkasteel",,,,"$a Harrewijn, Jacobus°°° $g Dutch engraver°°° $d 1660-after 1732°°° $4 art","$a Stramot, Nicolaes°°° $b II°°° $g Dutch painter, draftsman°°° $d 1637-1709°°° $4 art°°° $3 designer",,$a Heverlee,University buildings°°° Civic buildings,$b engraving(s)°°° $b copper engraving,"$b in the image: middle, center°°°$b in the image: bottom right°°°$b outside the image: bottom center°°°$b in the image: top left°°°$b in the image: top right","$a THILIA FLU$b in de voorstelling: midden, centraal°°°$a N. Stramot deli. J. Harrewyn Fecit.$b in de voorstelling: onderaan, rechts°°°$a Castellum Heverle.$b buiten de voorstelling: onderaan, centraal°°°$a T.1.p. 163$b in de voorstelling: bovenaan, links°°°$a A.N°.10$b in de voorstelling: bovenaan, rechts",http://resolver.libis.be/IE980218/representation,http://resolver.libis.be/IE980218/thumbnail,KU Leuven Libraries BIBC BRES TA00901
9980169260101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169260101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,1694,\\\\,lat,$c 1694,,$c image: 107 x 200 mm,$c image with inscription: 110 x 200 mm.,$g Black-and-white,"$a Gezicht op de gevel van het kasteel van Arenberg, in laat 17de eeuwse toestand. De hoektorens zijn bekroond met peerspitsen en keizerlijke adelaars. Links is er een watermolen op de Dijle, met achteraan een door bomen omgegeven weide. Op de voorgrond is er een koets met paarden, voorafgegaan door lakeien te voet. In de linkerbovenhoek bevindt zich het gekroonde wapenschild van de Croÿ-familie, gedrapeerd in hermelijn en behangen met het Gulden Vlies.","$a View of the facade of Arenberg Castle, in late 17th century condition. The corner towers are crowned with pear spires and imperial eagles. On the left there is a watermill on the Dijle, with a meadow surrounded by trees at the back. In the foreground there is a carriage with horses, preceded by lackeys on foot. In the upper left corner is the crowned coat of arms of the Croÿ-family, draped in ermine and papered with the Golden Fleece.","$a illustration from: Le Roy, Castella et praetoria nobilium Brabantiae, 1694/6. (Franse versie: Le grand théâtre profane, 1730.)",$a Castellum Heverle,Arenbergkasteel,50.86314,4.68342,,,,,,,,,,,$a VoL Building type$x castles°°° $a VoL Building type$x university buildings,"$a VoL Building$x Heverlee, Arenbergkasteel",,,,"$a Harrewijn, Jacobus°°° $g Dutch engraver°°° $d 1660-after 1732°°° $4 art","$a Stramot, Nicolaes°°° $b II°°° $g Dutch painter, draftsman°°° $d 1637-1709°°° $4 art°°° $3 designer",,$a Heverlee,University buildings°°° Civic buildings,$b engraving(s),"$b in the image: middle, center°°°$b in the image: bottom right°°°$b outside the image: bottom center","$a THILIA FLU$b in de voorstelling: midden, centraal°°°$a N. Stramot deli. J. Harrewyn Fecit.$b in de voorstelling: onderaan, rechts°°°$a Castellum Heverle.$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE980225/representation,http://resolver.libis.be/IE980225/thumbnail,KU Leuven Libraries BIBC BRES TA00902
9980169290101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169290101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,19uu,\\\\,dut,$c 1980-2000,,$c image: 119 x 84 mm,$c image with inscription: 129 x 84 mm.,$g Black-and-white,"$a Gezicht op Theresiakapel. Toegangsweg op de voorgrond. Links, rechts en achter plantengroei.","$a Face of Theresa Chapel. Access road in the foreground. Left, right and behind vegetation.",,$a Theresiakapel in Meerdaalwoud,Theresiakapel,50.8008,4.70919,,,,,,,,,,,$a VoL Building type$x chapels,,,,,"$a Decré, Simone°°° $g Belgian drawer, painter, graphic artist°°° $d 1927-°°° $4 art",,,$a Heverlee,Religious buildings,$b etching(s),$b outside the image: bottom left (in pencil)°°°$b outside the image: bottom right (in pencil),"$a 199/200$b buiten de voorstelling: onderaan, links (in potlood)°°°$a SIMONE DECRÉ$b buiten de voorstelling: onderaan, rechts (in potlood)",http://resolver.libis.be/IE980176/representation,http://resolver.libis.be/IE980176/thumbnail,KU Leuven Libraries BIBC BRES TA00537
9980169310101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169310101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,1694,\\\\,lat,$c 1694,,$c image: 107 x 200 mm,$c image with inscription: 110 x 200 mm.,$g Black-and-white,"$a Gezicht op de gevel van het kasteel van Arenberg, in laat 17de eeuwse toestand. De hoektorens zijn bekroond met peerspitsen en keizerlijke adelaars. Links is er een watermolen op de Dijle, met achteraan een door bomen omgegeven weide. Op de voorgrond is er een koets met paarden, voorafgegaan door lakeien te voet. In de linkerbovenhoek bevindt zich het gekroonde wapenschild van de Croÿ-familie, gedrapeerd in hermelijn en behangen met het Gulden Vlies.","$a View of the facade of Arenberg Castle, in late 17th century condition. The corner towers are crowned with pear spires and imperial eagles. On the left there is a watermill on the Dijle, with a meadow surrounded by trees at the back. In the foreground there is a carriage with horses, preceded by lackeys on foot. In the upper left corner is the crowned coat of arms of the Croÿ-family, draped in ermine and papered with the Golden Fleece.","$a illustration from: De Cantillon, Vermakelykheden van Brabant ..., Amsterdam, 1770.",$a Castellum Heverle,Arenbergkasteel,50.86314,4.68342,,,,,,,,,,,$a VoL Building type$x castles°°° $a VoL Building type$x university buildings,"$a VoL Building$x Heverlee, Arenbergkasteel",,,,"$a Harrewijn, Jacobus°°° $g Dutch engraver°°° $d 1660-after 1732°°° $4 art","$a Stramot, Nicolaes°°° $b II°°° $g Dutch painter, draftsman°°° $d 1637-1709°°° $4 art°°° $3 designer",,$a Heverlee,University buildings°°° Civic buildings,$b engraving(s),"$b in the image: middle, center°°°$b in the image: top center°°°$b in the image: bottom right°°°$b outside the image: bottom center°°°$b in the image: top left°°°$b in the image: top right","$a THILIA FLU$b in de voorstelling: midden, centraal°°°$a Het Kasteel Heverle$b in de voorstelling: bovenaan, centraal°°°$a N. Stramot deli. J. Harrewyn Fecit.$b in de voorstelling: onderaan, rechts°°°$a Castellum Heverle.$b buiten de voorstelling: onderaan, centraal°°°$a T.1.p. 163$b in de voorstelling: bovenaan, links°°°$a A.N°.10$b in de voorstelling: bovenaan, rechts",http://resolver.libis.be/IE980141/representation,http://resolver.libis.be/IE980141/thumbnail,KU Leuven Libraries BIBC BRES TA00532
9980169320101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169320101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,19uu,\\\\,dut,$c 1980-2000,,$c image: 121 x 82 mm,$c image with inscription: 128 x 82 mm.,$g Black-and-white,"$a Links een deel van de kapel. Centraal het toegangspad. . Links, rechts en achteraan plantengroei.","$a Left part of the chapel. Centrally on the access path. Left, right and back vegetation.",,$a Sint-Maria-Magdalenakapel te Vaalbeek,Maria Magdalenakapel,50.82676,4.68867,,,,,,,,,,,$a VoL Building type$x chapels,,,,,"$a Decré, Simone°°° $g Belgian drawer, painter, graphic artist°°° $d 1927-°°° $4 art",,,$a Heverlee,Religious buildings,$b etching(s),$b outside the image: bottom left (in pencil)°°°$b outside the image: bottom right (in pencil),"$a 198/200$b buiten de voorstelling: onderaan, links (in potlood)°°°$a SIMONE DECRÉ$b buiten de voorstelling: onderaan, rechts (in potlood)",http://resolver.libis.be/IE980183/representation,http://resolver.libis.be/IE980183/thumbnail,KU Leuven Libraries BIBC BRES TA00538
9980169340101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169340101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,1694,\\\\,fre,$c 1694,,$c image: 107 x 200 mm,$c image with inscription: 110 x 200 mm.,$g Black-and-white,"$a Gezicht op de gevel van het kasteel van Arenberg, in laat 17de eeuwse toestand. De hoektorens zijn bekroond met peerspitsen en keizerlijke adelaars. Links is er een watermolen op de Dijle, met achteraan een door bomen omgegeven weide. Op de voorgrond is er een koets met paarden, voorafgegaan door lakeien te voet. In de linkerbovenhoek bevindt zich het gekroonde wapenschild van de Croÿ-familie, gedrapeerd in hermelijn en behangen met het Gulden Vlies.","$a View of the facade of Arenberg Castle, in late 17th century condition. The corner towers are crowned with pear spires and imperial eagles. On the left there is a watermill on the Dijle, with a meadow surrounded by trees at the back. In the foreground there is a carriage with horses, preceded by lackeys on foot. In the upper left corner is the crowned coat of arms of the Croÿ-family, draped in ermine and papered with the Golden Fleece.",,$a Castellum Heverle,Arenbergkasteel,50.86314,4.68342,,,,,,,,,,,$a VoL Building type$x castles°°° $a VoL Building type$x university buildings,"$a VoL Building$x Heverlee, Arenbergkasteel",,,,"$a Harrewijn, Jacobus°°° $g Dutch engraver°°° $d 1660-after 1732°°° $4 art","$a Stramot, Nicolaes°°° $b II°°° $g Dutch painter, draftsman°°° $d 1637-1709°°° $4 art°°° $3 designer",,$a Heverlee,University buildings°°° Civic buildings,$b engraving(s),"$b in the image: middle, center°°°$b in the image: top center","$a THILIA FLU$b in de voorstelling: midden, centraal°°°$a Le Chateau d'heverle. Het Kasteel Heverle$b in de voorstelling: bovenaan, centraal",http://resolver.libis.be/IE980148/representation,http://resolver.libis.be/IE980148/thumbnail,KU Leuven Libraries BIBC BRES TA00533
9980169380101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9980169380101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,19uu,\\\\,dut,$c 1980-2000,,$c image: 119 x 79 mm,$c image with inscription: 129 x79 mm.,$g Black-and-white,$a Voorgevel met ingang en trappen. Links en rechts plantengroei.,$a Facade with entrance and stairs. Left and right vegetation.,,$a Sint-Rochuskapel te Huldenberg,Sint Rochuskapel,50.81713,4.63151,,,,,,,,,,,$a VoL Building type$x chapels,,,,,"$a Decré, Simone°°° $g Belgian drawer, painter, graphic artist°°° $d 1927-°°° $4 art",,,$a Huldenberg,Religious buildings,$b etching(s),$b outside the image: bottom left (in pencil)°°°$b outside the image: bottom right (in pencil),"$a 199/200$b buiten de voorstelling: onderaan, links (in potlood)°°°$a SIMONE DECRÉ$b buiten de voorstelling: onderaan, rechts (in potlood)",http://resolver.libis.be/IE980190/representation,http://resolver.libis.be/IE980190/thumbnail,KU Leuven Libraries BIBC BRES TA00539
